-0.9827;-0.2913;1
1.3155;1.1608;1
2.8722;0.6408;1
-3.0701;-1.4148;1
3.5057;0.7176;1
2.5661;1.4100;1
0.1873;0.7280;1
3.1602;1.9454;1
0.4896;-0.3322;1
-2.0405;-1.2407;1
2.2557;0.9048;1
4.4649;1.6895;1
-1.5485;-0.9360;1
-2.0029;-2.1811;1
2.2767;1.3030;1
-0.0479;-0.1438;1
-2.7277;-0.7940;1
2.4726;1.1902;1
-0.3082;-1.7000;1
-1.5904;-0.8347;1
-1.1631;-0.0802;1
-0.9953;0.1276;1
1.8749;0.6297;1
-2.3115;-0.7082;1
0.9384;0.5242;1
2.0088;1.3394;1
-1.7197;0.3035;1
0.6688;-0.1959;1
-3.3069;-0.2992;1
1.3938;0.7053;1
-2.2444;-1.3748;1
1.6127;0.2585;1
0.8671;0.4306;1
-0.8228;-0.2770;1
-2.9597;-1.0414;1
2.6632;1.5675;1
0.3054;0.3203;1
3.3546;0.8860;1
0.0171;-0.3563;1
-3.5568;-1.9114;1
3.3801;1.1255;1
-0.5828;-0.0606;1
1.8488;0.9652;1
-1.4445;-0.7338;1
1.2237;-0.0061;1
1.6700;0.5381;1
2.0262;1.1756;1
0.9981;0.3559;1
-0.0816;0.7241;1
0.2890;-0.3083;1
0.6047;0.4120;1
-1.4769;-0.0212;1
1.1008;0.0147;1
-2.1289;-0.9344;1
-3.8108;-2.2595;1
0.3331;-0.3489;1
0.3955;-0.5943;1
0.4415;-0.3048;1
3.5457;1.7006;1
2.4658;0.9214;1
3.7276;1.8914;1
0.4407;0.7287;1
1.8173;0.9633;1
-1.1823;-0.0940;1
-0.4620;0.2014;1
-3.4955;-0.2438;1
0.1397;0.4582;1
1.8540;0.0020;1
-2.1164;-0.7436;1
-0.4450;0.1625;1
-1.4482;-0.1189;1
-1.6168;-0.2567;1
1.8048;0.5079;1
0.1345;0.0718;1
1.4792;0.8105;1
0.7936;0.4509;1
1.8716;1.8643;1
-4.5144;-2.7639;1
-2.0442;-0.4180;1
-0.3438;0.4789;1
0.6958;-0.0154;1
2.2969;1.2373;1
-1.2792;-0.5906;1
-1.2099;-1.0586;1
-0.5703;-0.1893;1
1.3904;1.4697;1
0.2129;-0.1198;1
2.2514;1.2874;1
-1.5439;-1.2468;1
0.8223;-0.1361;1
0.7744;-0.3236;1
-3.2880;-2.1532;1
0.5928;-0.2446;1
3.4794;1.0048;1
-2.3956;-1.2510;1
-1.2742;-1.4073;1
-2.0335;-1.1312;1
2.2581;0.5515;1
-1.1130;-0.8912;1
1.5027;0.4718;1
-3.2895;-0.7808;1
-3.6451;-1.5517;1
1.9947;1.0695;1
1.1866;1.3395;1
0.5601;0.5987;1
1.9341;0.8902;1
0.1352;0.6295;1
0.2798;1.2936;1
-1.7498;-1.0160;1
0.0190;0.4550;1
-2.2006;-1.3641;1
-1.7814;-1.4148;1
-0.9545;-0.7625;1
0.2775;0.0791;1
3.2057;0.3290;1
0.7551;-0.5212;1
0.8123;0.3152;1
1.0866;0.7782;1
2.4073;1.4369;1
1.1608;0.7237;1
0.1273;-0.0406;1
-0.8661;-0.0889;1
1.1944;1.8208;1
-3.3670;-0.3896;1
0.0835;0.0042;1
1.8865;1.5469;1
-0.4559;-0.5207;1
1.1536;0.6751;1
0.3449;0.2226;1
1.1701;0.8994;1
-0.9869;-1.0595;1
3.3425;1.7494;1
0.7932;0.4259;1
0.2820;0.2930;1
-2.3812;-1.5539;1
-0.3863;-0.3715;1
-2.8912;-2.0422;1
-0.5772;-0.6319;1
-2.4583;-1.5557;1
-0.1279;-0.2385;1
0.3044;0.2185;1
-0.9691;0.0348;1
3.2658;0.8248;1
2.7378;1.3182;1
2.8278;1.7742;1
1.1815;1.0085;1
1.5600;-0.1769;1
-1.3145;-0.1730;1
0.2636;0.0231;1
-2.2448;-0.2264;1
0.4647;4.1408;2
-0.1744;4.4572;2
0.1347;4.2414;2
0.2554;4.1868;2
-1.2306;3.5678;2
-0.3070;3.9725;2
-0.1977;4.4652;2
-0.5724;3.6182;2
-1.1162;3.3822;2
0.4200;3.6507;2
-0.3069;4.4272;2
0.5861;3.8627;2
-0.4791;4.1114;2
0.4766;3.1276;2
0.3517;3.6137;2
0.2799;3.6503;2
-0.5190;3.3670;2
-0.0892;4.5870;2
-0.2350;4.5199;2
-0.4799;3.2164;2
-0.2225;4.1249;2
-0.8106;3.5172;2
-0.0787;3.9171;2
